,PMID,Deviation
192,30863948,-0.07985044650994977
193,30876463,-0.04770758936709263
194,30880481,-0.0181682035192956
195,30890138,-0.02985044650994978
196,30897061,-0.05762822428772757
197,30898646,-0.06363423029373355
198,30909147,-0.10337985827465565
199,30909188,0.08378591712641387
200,30913029,-0.021423480217814928
201,30916820,0.07079890413940088
202,30916824,0.10312827689430554
203,30928631,0.15411181764099363
204,30941768,-0.1355205496027333
205,30942624,0.16170799504849176
206,30942630,-0.09889806555756883
207,30942633,-0.026517113176616425
208,30945283,-0.05376348998821065
209,30946839,-0.049081215740719
210,30951746,0.07368490702540376
211,30953616,-0.06997390330007325
212,30953817,-0.01422544650994978
213,30970524,0.15676927179990935
214,30974101,-0.026517113176616425
215,30977409,-0.1427536723164014
216,30978333,-0.19581683306457162
217,30981080,0.03660524969258189
218,30982359,-0.0071231737826770725
219,30983015,-0.18663010752689893
220,30989694,0.29746914111891615
221,30994730,0.19489702823752497
222,31001861,-0.0417552084147117
223,31002772,-0.06932413072047611
224,31002779,0.10110193444243115
225,31006666,-0.054498333833893436
226,31007083,-0.02985044650994978
227,31009136,-0.1012790179385212
228,31016760,-0.10939590105540434
229,31017717,0.03722272422175754
230,31022599,0.1796090129495097
231,31026064,-0.026517113176616425
232,31027517,0.03790656283584459
233,31029888,-0.05093478385934738
234,31032946,-0.027325193984697238
235,31043087,-0.011557763583120495
236,31046467,0.06261530691470774
237,31062608,-0.021423480217814928
238,31062616,0.08185168114962471
239,31062620,-0.02985044650994978
240,31071509,-0.01669255177310769
241,31079326,-0.08165224831175158
242,31079494,0.049096921911102875
243,31081145,-0.049081215740719
244,31085811,0.08378591712641387
245,31094031,-0.07792736958687285
246,31102286,-0.125088541748045
247,31111550,0.0164458497863465
248,31111564,0.0043600798058396895
249,31124134,0.03593902717426073
250,31126199,-0.022424703935692347
251,31129138,-0.049081215740719
252,31131636,-0.06688748354698681
253,31136949,-0.02985044650994978
254,31144384,-0.11480190282062938
255,31151422,0.061326024078285524
256,31158334,0.06966411659684635
257,31159592,-0.027103193762697042
258,31159593,-0.05365997031947359
259,31164009,0.08246839406976036
260,31174432,-0.04770758936709263
261,31184221,0.08278691612741285
262,31184222,-0.03265943527399473
263,31184227,0.12639955349005022
264,31184231,0.028660191787922562
265,31190357,0.04367896525475612
266,31190561,-0.0624591421621237
267,31198060,0.06358389692439365
268,31204523,-0.03946583112533439
269,31204533,-0.06416417200014585
270,31208217,-0.03265943527399473
271,31210352,-0.01018752516163518
272,31213086,0.07457993323688566
273,31213092,-0.05462522128472455
274,31213095,0.18014955349005024
275,31220946,-0.020110186769690064
276,31220954,0.03096036430086102
277,31222827,-0.049081215740719
278,31223035,-0.07350124016074344
279,31241046,0.0164458497863465
280,31243880,-0.11735044650994977
281,31250665,-0.042562310916729434
282,31251107,-0.07396809356877332
283,31257936,-0.11318377984328312
284,31267802,0.10371119732566664
285,31283006,0.032076158994637394
286,31284776,0.13573396907446583
287,31286521,-0.05012071678022004
288,31286799,0.042371775712272464
289,31288012,-0.11318377984328312
290,31297873,-0.032427766097578636
291,31298038,-0.02985044650994978
292,31299862,0.000637358368099028
293,31299866,-0.12467803271684633
294,31301304,0.02784186118235793
295,31302422,0.27014955349005026
296,31306638,-0.11501528167478495
297,31307224,-0.04985044650994977
298,31307231,-0.04608421274371602
299,31309444,0.024071122117501176
300,31310378,0.02317985652035326
301,31319730,-0.08997702878843078
302,31322006,-0.01199330365280693
303,31326411,-0.07792736958687285
304,31334669,0.03790656283584459
305,31352788,-0.008005786315775032
306,31353963,-0.0655647322242355
